personid,age,female,nprior,treatment,npurchase,total
37088,25,0,1,30,2,121.8256912
37089,31,1,0,0,0,0
37090,24,1,1,0,1,65.788414
37091,38,0,2,30,0,0
37092,30,0,1,50,2,107.1581192
37093,35,1,0,30,1,61.54128647
37094,36,0,1,50,0,0
37095,28,1,2,15,0,0
37096,37,1,1,15,0,0
37097,22,0,1,50,6,328.1079407
37098,33,0,0,30,0,0
37099,37,1,0,15,3,183.4481583
37100,22,1,1,15,2,107.7777901
37101,31,0,5,0,1,60.78654861
37102,34,0,3,0,1,54.03371429
37103,30,1,0,0,0,0
37104,36,0,0,30,0,0
37105,37,1,1,30,2,129.317997
37106,39,0,1,50,0,0
37107,31,1,4,0,2,100.8444672
37108,29,0,0,0,0,0
37109,26,1,0,30,4,248.0284004
37110,44,1,3,30,0,0
37111,37,0,1,15,0,0
37112,31,0,2,50,3,201.3351746
37113,39,1,0,50,0,0
37114,32,1,1,0,0,0
37115,31,1,1,50,3,179.4587059
37116,33,0,3,15,2,125.8749237
37117,34,1,1,30,4,234.0957031
37118,39,0,3,15,0,0
37119,37,1,0,0,0,0
37120,39,1,2,15,0,0
37121,29,0,1,15,0,0
37122,32,0,0,50,0,0
37123,31,1,3,50,0,0
37124,28,0,2,30,2,136.499115
37125,30,0,1,30,1,64.41025543
37126,27,0,0,0,0,0
37127,32,0,2,50,4,263.102356
37128,33,1,0,50,0,0
37129,32,0,1,50,6,358.8539162
37130,35,0,1,50,3,159.0063057
37131,37,1,1,15,0,0
37132,32,1,0,50,7,411.7755508
37133,43,1,0,15,3,202.5343018
37134,40,1,1,30,0,0
37135,37,0,0,15,3,166.6405945
37136,34,0,1,0,0,0
37137,31,1,2,30,1,59.6948967
37138,35,1,0,15,0,0
37139,42,0,2,15,0,0
37140,25,1,2,0,2,107.8233566
37141,32,0,3,15,3,202.9855042
37142,30,1,1,0,2,110.7994232
37143,34,0,2,15,0,0
37144,43,1,2,50,1,67.91951752
37145,32,1,2,30,0,0
37146,44,0,0,50,2,125.5366821
37147,37,1,3,0,0,0
37148,26,1,1,30,0,0
37149,29,0,1,15,1,54.74547195
37150,35,1,1,0,1,68.48602295
37151,39,1,0,50,1,66.69256592
37152,34,0,2,0,0,0
37153,31,0,0,30,0,0
37154,32,0,0,0,1,52.97879791
37155,30,0,1,0,0,0
37156,20,1,0,50,2,126.8756638
37157,31,1,1,0,2,130.7804108
37158,31,0,0,0,1,57.30766678
37159,32,1,0,30,0,0
37160,34,0,1,30,3,166.4880676
37161,30,1,1,30,2,127.7620239
37162,27,0,2,30,0,0
37163,33,1,1,50,2,124.1676178
37164,30,1,1,0,1,62.76834106
37165,29,1,1,50,0,0
37166,31,1,0,15,0,0
37167,35,1,2,30,0,0
37168,37,1,0,50,1,63.21089935
37169,36,1,2,15,0,0
37170,34,1,1,30,1,56.50981522
37171,46,0,1,50,0,0
37172,26,1,1,30,1,56.23439407
37173,37,0,2,30,1,50.84167099
37174,33,1,2,30,0,0
37175,32,1,2,30,1,65.01851654
37176,35,0,1,15,2,106.6374512
37177,34,0,2,15,2,126.8756638
37178,28,0,0,50,4,214.3453598
37179,33,0,0,0,0,0
37180,31,0,3,0,2,135.7653961
37181,35,1,2,0,0,0
37182,29,1,2,15,0,0
37183,33,0,2,30,0,0
37184,43,1,2,15,0,0
37185,28,1,0,0,0,0
37186,29,0,2,30,0,0
37187,32,0,0,30,0,0
37188,32,1,2,50,2,130.8615685
37189,40,1,2,50,1,59.6948967
37190,30,1,2,30,0,0
37191,36,0,1,0,0,0
37192,33,1,1,30,0,0
37193,33,0,1,15,0,0
37194,31,1,3,0,0,0
37195,28,0,4,50,2,122.1716766
37196,36,1,0,0,0,0
37197,37,1,0,30,2,121.5856094
37198,40,1,0,50,0,0
37199,29,0,3,50,2,102.7057114
37200,25,0,2,0,0,0
37201,25,1,3,15,1,52.65883255
37202,26,1,0,30,3,164.0225449
37203,29,1,1,15,0,0
37204,35,1,1,15,2,103.265831
37205,21,0,0,15,0,0
37206,35,0,3,15,0,0
37207,36,0,2,50,1,68.72085571
37208,31,1,0,50,1,64.85484314
37209,37,1,0,15,0,0
37210,39,0,1,0,0,0
37211,42,0,5,50,0,0
37212,29,1,0,50,2,103.5248604
37213,33,1,1,15,1,68.19689941
37214,27,0,0,50,0,0
37215,31,1,1,0,0,0
37216,29,0,1,50,0,0
37217,36,0,2,50,0,0
37218,32,1,1,0,2,118.3676758
37219,30,0,2,50,5,334.9964905
37220,36,0,1,30,3,191.6632423
37221,39,1,1,15,4,245.3417587
37222,28,1,0,30,1,54.06032181
37223,28,0,4,50,0,0
37224,31,0,2,30,0,0
37225,35,0,0,30,3,192.1165695
37226,43,0,1,30,0,0
37227,40,0,1,15,1,60.50235367
37228,33,0,1,0,0,0
37229,29,0,2,15,2,102.776123
37230,29,1,0,0,2,119.9641953
37231,36,0,1,30,3,167.1414909
37232,32,1,0,50,1,54.19773865
37233,25,0,1,30,0,0
37234,34,0,1,15,0,0
37235,38,0,0,0,0,0
37236,29,1,1,30,5,278.0265465
37237,32,0,1,50,4,245.9856033
37238,26,1,1,30,1,56.69115067
37239,34,0,1,50,2,119.5868225
37240,25,0,1,15,0,0
37241,33,0,1,50,2,125.3575745
37242,44,0,1,30,0,0
37243,32,1,1,50,2,119.3726349
37244,36,0,2,30,2,130.8959503
37245,28,1,0,15,0,0
37246,24,1,0,30,0,0
37247,31,0,0,30,2,139.0014648
37248,40,0,1,50,2,113.3823013
37249,36,1,2,50,0,0
37250,33,0,1,15,0,0
37251,33,1,1,0,1,54.12796783
37252,31,1,2,30,0,0
37253,35,1,1,15,3,191.1124611
37254,23,1,1,30,2,138.7720947
37255,30,1,1,15,2,127.7620239
37256,40,0,2,30,0,0
37257,33,0,1,15,0,0
37258,35,0,1,15,0,0
37259,25,1,1,0,0,0
37260,33,0,2,0,0,0
37261,38,1,0,30,0,0
37262,27,1,3,50,1,56.21730042
37263,36,0,0,0,0,0
37264,41,1,2,0,2,124.4956741
37265,36,0,1,30,0,0
37266,23,1,2,50,0,0
37267,43,0,0,15,0,0
37268,32,0,1,50,2,123.4698372
37269,22,0,2,30,0,0
37270,32,0,2,50,1,62.27304077
37271,43,0,0,15,3,171.9230042
37272,36,1,3,50,1,52.65883255
37273,36,1,0,0,0,0
37274,33,0,4,15,0,0
37275,33,1,1,50,0,0
37276,37,0,1,30,0,0
37277,31,0,0,50,1,69.06432343
37278,34,0,2,50,0,0
37279,36,0,1,50,1,69.04762268
37280,34,0,1,50,4,223.1766548
37281,27,0,1,0,1,55.49602509
37282,32,0,1,50,2,109.0065231
37283,36,1,2,50,0,0
37284,33,0,0,0,1,51.44002914
37285,33,0,1,0,0,0
37286,37,1,3,0,0,0
37287,39,0,3,15,0,0
37288,31,1,1,30,1,58.89863586
37289,35,1,2,0,0,0
37290,34,1,2,30,0,0
37291,22,0,0,30,0,0
37292,30,0,0,15,0,0
37293,34,0,2,50,3,183.8528671
37294,31,0,0,50,4,215.7899399
37295,26,1,2,15,0,0
37296,16,1,4,50,2,104.6253052
37297,35,1,1,0,2,109.0065231
37298,45,1,1,15,2,127.7620239
37299,31,1,1,15,0,0
37300,29,0,0,30,1,52.97879791
37301,29,1,1,50,3,188.4422035
37302,32,1,2,30,0,0
37303,34,0,3,50,1,56.69115067
37304,32,1,1,0,1,69.58943939
37305,35,0,2,50,4,225.1645203
37306,35,0,2,0,1,65.31349182
37307,36,0,1,15,3,196.655529
37308,38,1,1,15,0,0
37309,26,0,1,0,0,0
37310,44,1,1,15,1,62.68139648
37311,38,1,4,0,0,0
37312,39,0,1,15,1,61.29989624
37313,38,1,0,30,1,51.35285568
37314,32,1,1,50,0,0
37315,34,0,2,15,3,198.0132332
37316,27,1,1,15,0,0
37317,24,0,1,30,1,50.28046417
37318,36,1,3,0,1,52.32733154
37319,32,1,1,0,2,125.7763824
37320,36,1,0,50,0,0
37321,38,1,2,50,2,110.1380234
37322,35,0,1,0,0,0
37323,39,0,0,0,2,133.9028625
37324,36,1,3,0,1,67.36161041
37325,36,0,0,50,4,255.1747894
37326,32,1,1,30,1,69.98099518
37327,38,1,0,30,2,135.3236694
37328,26,1,1,50,1,67.88269806
37329,31,1,1,50,1,53.43130493
37330,31,0,0,30,3,184.0202026
37331,34,1,0,50,2,125.8749237
37332,25,1,1,50,2,132.3024445
37333,34,1,4,50,0,0
37334,44,0,2,30,1,51.02873993
37335,30,1,2,30,0,0
37336,38,0,1,30,1,51.38806152
37337,30,1,3,30,0,0
37338,36,1,1,0,0,0
37339,34,0,1,30,0,0
37340,45,1,1,50,1,52.80890656
37341,37,1,1,30,0,0
37342,27,0,0,0,3,176.8414993
37343,38,0,1,30,0,0
37344,26,1,1,30,1,55.09954453
37345,31,1,2,30,1,57.46400833
37346,36,1,4,30,0,0
37347,30,0,0,50,0,0
37348,30,0,3,15,0,0
37349,40,1,2,15,0,0
37350,38,1,2,50,2,128.8205109
37351,30,0,2,50,1,55.28065109
37352,40,0,1,0,0,0
37353,28,1,1,0,0,0
37354,21,0,1,15,0,0
37355,30,1,1,15,0,0
37356,42,1,1,15,2,135.7653961
37357,36,0,3,0,0,0
37358,45,0,3,15,1,68.19689941
37359,29,1,1,15,0,0
37360,33,0,1,30,2,132.316761
37361,28,1,1,50,1,59.6948967
37362,33,0,1,0,3,206.1625671
37363,30,0,1,50,0,0
37364,32,0,3,15,0,0
37365,33,0,0,30,0,0
37366,32,1,1,30,1,56.21730042
37367,37,1,0,15,4,249.6722717
37368,31,1,0,15,0,0
37369,32,1,1,15,0,0
37370,30,0,3,50,3,185.605835
37371,35,1,1,30,2,115.7406158
37372,26,0,2,0,1,67.88269806
37373,28,0,5,30,2,119.5900955
37374,23,1,0,30,6,347.7664757
37375,26,1,0,15,2,126.2640038
37376,37,0,0,15,1,69.4817276
37377,34,0,4,0,0,0
37378,37,1,0,30,0,0
37379,43,1,0,50,0,0
37380,35,1,3,50,1,59.98209763
37381,40,1,0,0,5,310.1676216
37382,41,1,0,15,0,0
37383,42,1,2,50,0,0
37384,32,1,0,50,1,58.89863586
37385,23,1,3,50,1,57.30766678
37386,46,1,1,15,0,0
37387,32,1,0,0,0,0
37388,40,0,0,50,0,0
37389,31,1,2,30,1,62.67878723
37390,29,1,2,15,0,0
37391,35,1,5,30,0,0
37392,35,1,2,30,1,60.39693451
37393,34,0,3,15,0,0
37394,32,0,3,30,1,60.78654861
37395,37,1,1,50,2,126.4376106
37396,29,1,1,15,0,0
37397,34,0,2,30,0,0
37398,36,1,1,15,0,0
37399,41,1,2,15,0,0
37400,34,1,3,0,1,54.95406723
37401,33,1,0,15,0,0
37402,35,1,1,15,0,0
37403,35,1,0,0,0,0
37404,27,1,1,30,3,179.6506233
37405,27,0,0,50,1,62.88819122
37406,32,1,2,30,0,0
37407,31,0,0,0,1,66.69256592
37408,37,1,3,15,0,0
37409,46,0,1,30,0,0
37410,37,1,0,30,4,271.312233
37411,19,0,1,15,0,0
37412,34,0,3,15,0,0
37413,44,1,0,0,0,0
37414,22,0,1,50,6,349.3665047
37415,25,1,1,30,0,0
37416,37,1,2,0,1,59.14690399
37417,38,0,1,15,0,0
37418,30,0,2,15,3,207.142868
37419,37,0,1,15,0,0
37420,37,0,3,30,3,177.1883888
37421,32,0,1,0,0,0
37422,27,1,1,50,0,0
37423,37,1,2,50,1,61.86861038
37424,23,1,0,0,0,0
37425,35,1,2,30,1,59.84246445
37426,28,1,1,50,0,0
37427,32,1,2,15,0,0
37428,43,1,3,15,5,317.8888359
37429,38,1,2,30,3,167.1204605
37430,36,0,0,30,0,0
37431,32,1,1,30,1,66.60591125
37432,26,1,2,15,2,118.4695778
37433,27,1,1,50,0,0
37434,27,0,1,0,0,0
37435,27,0,0,50,4,251.3196449
37436,33,1,1,15,0,0
37437,40,1,2,0,0,0
37438,32,1,1,15,0,0
37439,22,0,0,0,0,0
37440,33,0,2,50,3,208.5021973
37441,37,0,1,30,0,0
37442,37,0,0,15,1,59.32311249
37443,36,1,1,0,0,0
37444,38,1,2,50,0,0
37445,27,1,1,0,0,0
37446,32,1,2,15,1,69.74234772
37447,27,1,1,30,2,103.7117691
37448,35,1,3,15,1,62.41806793
37449,24,0,0,0,1,57.75683212
37450,33,1,1,0,4,243.3064308
37451,37,1,1,30,0,0
37452,34,0,0,50,0,0
37453,30,0,1,30,1,65.31349182
37454,46,1,2,15,1,54.89404678
37455,40,0,1,30,0,0
37456,42,1,2,30,2,121.1944847
37457,28,0,1,0,0,0
37458,33,1,4,15,0,0
37459,32,0,0,50,3,179.7266693
37460,28,1,1,50,0,0
37461,37,0,1,50,2,114.0685844
37462,31,0,3,0,0,0
37463,40,0,3,0,0,0
37464,28,0,0,15,0,0
37465,38,0,6,50,0,0
37466,40,1,2,15,0,0
37467,35,0,0,30,3,158.4711609
37468,37,0,3,0,0,0
37469,24,1,1,50,2,135.839035
37470,32,0,2,15,0,0
37471,41,1,1,0,0,0
37472,35,1,0,15,0,0
37473,34,0,0,15,1,69.50073242
37474,40,0,1,30,1,53.68041229
37475,37,0,1,15,0,0
37476,32,0,0,50,1,51.02873993
37477,30,1,0,0,0,0
37478,33,1,1,50,0,0
37479,33,0,0,30,0,0
37480,28,1,0,15,0,0
37481,33,0,1,15,5,303.492733
37482,35,0,0,30,0,0
37483,33,0,3,0,0,0
37484,35,1,2,0,0,0
37485,37,1,1,15,2,138.7720947
37486,31,0,2,50,3,208.1581421
37487,40,1,2,15,0,0
37488,33,0,2,0,0,0
37489,36,1,1,0,0,0
37490,33,0,4,0,2,102.7057114
37491,40,1,0,0,1,67.83628082
37492,37,1,0,50,4,239.6094551
37493,27,0,0,30,3,180.0681305
37494,32,1,0,0,1,57.62644196
37495,36,0,1,15,0,0
37496,30,1,0,15,2,134.6845551
37497,32,0,1,30,2,113.6526413
37498,31,1,2,30,1,54.19773865
37499,34,1,1,0,0,0
37500,33,0,4,50,1,56.21730042
37501,30,1,0,30,0,0
37502,37,1,0,50,0,0
37503,39,1,3,50,3,174.2352104
37504,35,1,0,50,0,0
37505,33,1,3,0,0,0
37506,35,1,0,30,0,0
37507,34,0,4,15,0,0
37508,36,1,0,15,1,65.788414
37509,36,1,0,15,1,52.0848999
37510,23,1,0,50,7,429.710289
37511,31,0,2,15,1,69.4817276
37512,35,0,1,0,1,59.98209763
37513,36,1,0,0,0,0
37514,30,1,2,50,5,295.198307
37515,29,1,3,30,2,121.5856094
37516,31,1,2,50,0,0
37517,35,1,1,0,0,0
37518,42,0,0,30,5,269.6474953
37519,27,0,3,30,1,53.5790596
37520,27,0,1,30,0,0
37521,33,1,1,30,3,202.026825
37522,28,0,3,30,4,228.6734276
37523,31,1,4,0,0,0
37524,28,0,4,50,6,344.4597626
37525,29,1,1,0,0,0
37526,34,0,0,15,2,116.0597649
37527,31,1,0,50,4,229.8682175
37528,32,0,1,15,1,58.08071136
37529,31,1,0,50,10,600.847702
37530,40,1,3,30,2,132.4681931
37531,40,1,1,0,1,51.58794403
37532,32,0,1,50,6,331.5405884
37533,31,1,1,30,4,237.482975
37534,34,1,0,0,1,60.29117966
37535,30,0,1,50,2,110.7994232
37536,31,1,2,30,2,127.6194916
37537,36,1,2,30,0,0
37538,38,0,0,15,0,0
37539,37,0,1,0,0,0
37540,37,0,0,0,0,0
37541,42,0,1,50,1,51.38806152
37542,37,0,1,30,0,0
37543,37,0,1,50,1,56.29034042
37544,30,1,0,30,0,0
37545,37,0,3,0,0,0
37546,29,1,2,0,4,243.2991638
37547,35,1,1,0,0,0
37548,33,1,0,0,0,0
37549,43,1,1,0,1,66.01520538
37550,37,0,2,15,1,54.19773865
37551,26,1,1,30,0,0
37552,30,0,1,30,1,51.58404541
37553,29,1,3,30,1,54.4659462
37554,25,0,1,0,0,0
37555,41,0,2,0,0,0
37556,28,1,0,15,0,0
37557,30,1,1,0,3,180.1306229
37558,31,0,2,0,0,0
37559,38,0,0,15,0,0
37560,32,0,2,0,0,0
37561,31,1,1,50,2,139.1288757
37562,35,0,1,50,0,0
37563,39,1,1,30,0,0
37564,31,1,3,15,0,0
37565,44,1,2,0,0,0
37566,28,0,0,0,0,0
37567,31,0,2,50,2,126.8864403
37568,23,0,1,0,2,125.8131599
37569,36,0,1,30,2,114.6153336
37570,22,0,1,0,1,66.80722809
37571,42,0,1,15,0,0
37572,30,0,0,0,0,0
37573,35,0,1,0,1,63.88101196
37574,29,0,0,30,3,170.7718964
37575,32,1,2,15,0,0
37576,28,1,1,0,1,63.82751465
37577,30,1,2,50,2,123.8380585
37578,38,0,3,15,1,52.31265259
37579,26,0,1,50,3,188.6318855
37580,30,1,1,50,0,0
37581,33,0,2,15,0,0
37582,28,0,2,0,0,0
37583,29,0,2,50,3,185.9277306
37584,35,0,1,0,3,159.9561768
37585,34,1,1,0,0,0
37586,27,0,2,0,0,0
37587,29,1,0,30,0,0
37588,34,0,0,0,0,0
37589,44,1,1,50,2,114.5403137
37590,38,0,3,50,2,120.793869
37591,38,1,1,0,0,0
37592,26,0,2,50,2,126.4217987
37593,33,1,0,30,1,52.31265259
37594,39,1,1,30,0,0
37595,31,1,0,15,2,137.4417114
37596,32,1,1,50,3,176.9500504
37597,30,0,0,0,2,124.628212
37598,38,0,0,30,3,180.5790215
37599,28,0,0,15,2,127.0565071
37600,30,0,0,30,2,111.4372444
37601,33,1,1,0,0,0
37602,29,1,1,0,1,51.82559586
37603,32,0,0,15,2,120.6931114
37604,39,1,1,50,2,133.3851318
37605,32,1,3,30,1,58.52392578
37606,33,0,1,15,1,67.11172485
37607,42,0,1,0,0,0
37608,41,1,2,0,2,126.3709145
37609,31,0,2,30,1,67.51143646
37610,32,1,1,50,0,0
37611,36,0,1,50,0,0
37612,35,0,1,0,2,120.9947929
37613,32,0,4,15,0,0
37614,32,1,0,30,5,285.923111
37615,37,0,1,0,1,66.1785965
37616,29,1,1,50,0,0
37617,47,1,3,30,2,130.0414276
37618,33,1,3,30,2,122.3951645
37619,37,1,2,50,2,124.5460815
37620,27,1,1,0,0,0
37621,38,0,3,30,0,0
37622,26,0,1,15,2,136.499115
37623,31,1,2,30,0,0
37624,31,0,2,50,2,100.6153946
37625,37,0,2,15,0,0
37626,31,0,2,0,1,53.31872559
37627,36,0,2,15,0,0
37628,23,0,0,0,0,0
37629,37,0,1,15,1,52.6505394
37630,29,0,2,0,1,59.98209763
37631,31,0,2,15,2,126.0326271
37632,26,1,1,0,1,53.68041229
37633,31,1,2,50,2,121.5856094
37634,22,1,1,50,0,0
37635,35,1,1,50,0,0
37636,30,1,2,0,3,163.1584473
37637,31,1,1,15,0,0
37638,37,0,1,50,3,194.4766693
37639,28,0,1,30,0,0
37640,39,0,2,0,2,122.1510391
37641,34,1,1,30,2,105.4169235
37642,30,0,1,30,0,0
37643,36,0,0,50,6,352.5600433
37644,32,1,0,30,1,66.15122223
37645,33,1,0,15,1,60.22687531
37646,34,0,3,50,0,0
37647,40,0,1,0,3,167.9530296
37648,30,0,1,50,2,125.7763824
37649,38,0,2,50,1,51.58404541
37650,43,0,0,30,1,51.58794403
37651,28,1,1,50,0,0
37652,34,0,2,30,1,58.01697159
37653,34,1,1,30,0,0
37654,25,0,0,15,0,0
37655,33,1,0,0,0,0
37656,26,0,4,0,1,64.33527374
37657,31,1,3,50,1,65.1122818
37658,37,0,2,50,2,125.8749237
37659,30,0,3,30,0,0
37660,36,1,0,15,2,104.2433472
37661,28,1,3,0,1,59.32311249
37662,36,0,0,15,0,0
37663,30,1,0,30,0,0
37664,32,0,2,30,2,137.4417114
37665,40,1,1,30,0,0
37666,33,0,1,30,0,0
37667,33,0,1,50,3,185.7701492
37668,23,0,0,50,5,266.0008583
37669,32,1,0,30,4,246.5771713
37670,31,0,1,0,0,0
37671,34,0,2,50,1,62.99977875
37672,35,0,1,50,0,0
37673,37,1,2,50,0,0
37674,30,0,1,30,1,53.5790596
37675,27,1,0,30,0,0
37676,37,1,2,50,1,51.09114456
37677,32,1,2,15,0,0
37678,36,1,2,0,0,0
37679,24,1,1,30,1,58.5826149
37680,28,1,1,30,1,67.34227753
37681,24,0,1,0,0,0
37682,35,1,1,0,0,0
37683,36,0,1,0,0,0
37684,37,1,1,15,0,0
37685,27,1,1,50,6,326.639595
37686,28,1,0,0,0,0
37687,33,1,0,15,1,63.61156082
37688,28,1,2,15,0,0
37689,33,1,0,0,0,0
37690,36,0,2,15,0,0
37691,35,0,0,30,2,131.6310577
37692,35,1,1,30,0,0
37693,38,0,2,15,0,0
37694,25,0,0,30,0,0
37695,35,0,2,50,1,57.36653519
37696,30,1,2,50,0,0
37697,41,1,2,15,0,0
37698,37,0,2,50,0,0
37699,29,1,1,15,2,114.3297768
37700,31,1,0,15,0,0
37701,29,1,4,50,4,278.3577576
37702,33,1,1,0,1,64.33527374
37703,41,1,2,0,0,0
37704,27,1,2,50,0,0
37705,36,1,0,0,0,0
37706,29,1,2,15,0,0
37707,36,1,2,30,0,0
37708,21,0,4,50,7,447.782196
37709,28,1,2,0,0,0
37710,37,1,0,15,0,0
37711,21,1,1,50,0,0
37712,36,0,0,50,0,0
37713,30,1,2,50,3,192.5460129
37714,36,0,0,50,3,189.3521347
37715,34,0,2,30,1,58.08071136
37716,36,1,2,0,3,204.2756729
37717,47,0,3,30,1,65.01851654
37718,33,1,1,30,0,0
37719,35,1,0,15,2,101.2055206
37720,43,0,2,0,0,0
37721,26,0,1,50,1,62.68139648
37722,30,0,3,30,4,262.5698128
37723,33,0,2,15,0,0
37724,29,1,0,15,1,59.32311249
37725,39,0,0,15,0,0
37726,24,1,0,0,0,0
37727,35,0,2,30,0,0
37728,31,1,0,0,0,0
37729,28,1,1,50,2,129.7096863
37730,36,1,4,50,4,216.4525795
37731,30,0,3,15,0,0
37732,23,0,0,0,2,123.8380585
37733,27,1,3,15,0,0
37734,40,0,1,30,0,0
37735,41,1,2,0,0,0
37736,40,0,1,15,1,66.90257263
37737,34,1,0,50,3,178.4733429
37738,33,1,0,50,0,0
37739,35,1,4,30,3,208.7683105
37740,30,1,0,15,0,0
37741,35,0,1,0,0,0
37742,42,1,0,50,0,0
37743,39,1,1,50,1,50.3076973
37744,22,0,1,15,1,63.61156082
37745,31,1,1,50,2,132.3737717
37746,45,1,2,0,0,0
37747,29,1,1,30,0,0
37748,42,1,2,15,4,255.4291306
37749,35,0,2,0,1,66.15122223
37750,31,1,0,50,7,430.2861099
37751,30,1,0,0,1,65.81552887
37752,29,0,2,0,0,0
37753,29,1,3,50,9,541.8252258
37754,27,0,1,0,0,0
37755,31,1,1,50,0,0
37756,36,1,3,30,0,0
37757,40,0,3,0,1,60.29117966
37758,38,1,0,50,4,255.4544525
37759,34,0,1,30,0,0
37760,31,0,1,50,1,55.39971161
37761,31,0,1,0,3,209.4555969
37762,26,1,1,15,0,0
37763,35,1,1,0,0,0
37764,35,0,0,30,1,54.48986435
37765,39,0,1,15,1,57.75683212
37766,28,1,0,0,0,0
37767,38,1,2,50,0,0
37768,33,1,0,15,0,0
37769,34,1,1,30,2,117.0478516
37770,28,1,1,15,2,131.5613861
37771,45,1,3,0,0,0
37772,38,0,1,0,0,0
37773,30,1,3,50,1,56.69115067
37774,31,0,0,50,1,64.02207947
37775,36,0,2,15,0,0
37776,29,1,1,15,6,351.751194
37777,36,1,1,30,1,68.6866684
37778,35,1,1,50,0,0
37779,30,0,2,15,1,61.30220413
37780,31,1,0,0,0,0
37781,31,1,0,15,0,0
37782,35,0,0,15,3,172.5635071
37783,36,1,0,30,3,209.9429932
37784,36,0,0,30,0,0
37785,28,1,2,0,0,0
37786,38,1,0,30,2,108.9318924
37787,31,1,1,50,3,157.9765015
37788,29,1,0,30,0,0
37789,25,0,0,15,0,0
37790,33,0,1,15,3,192.8282242
37791,28,0,2,0,0,0
37792,34,0,1,30,2,121.8202782
37793,36,0,1,15,2,132.6580467
37794,25,1,1,0,0,0
37795,30,0,0,0,2,131.8975677
37796,33,1,1,50,7,429.5506477
37797,37,1,0,0,0,0
37798,31,1,1,0,0,0
37799,36,0,0,30,1,62.24783707
37800,39,1,1,0,1,65.81552887
37801,36,1,1,15,0,0
37802,35,0,1,50,5,288.8607903
37803,33,1,0,15,0,0
37804,32,1,1,15,1,62.99977875
37805,28,1,0,30,0,0
37806,24,1,1,15,0,0
37807,34,1,0,0,0,0
37808,38,0,5,15,0,0
37809,33,0,2,30,1,63.21089935
37810,37,0,2,15,0,0
37811,35,0,0,30,4,260.0740662
37812,30,0,1,15,0,0
37813,40,0,1,15,1,65.39020538
37814,35,0,2,50,0,0
37815,28,1,1,15,0,0
37816,29,0,0,30,0,0
37817,30,1,0,30,3,176.4207535
37818,30,1,0,30,3,197.3652344
37819,31,0,2,30,0,0
37820,36,1,1,0,0,0
37821,30,0,0,30,0,0
37822,23,0,2,30,5,311.1055145
37823,26,1,1,15,0,0
37824,37,1,2,30,0,0
37825,38,1,3,50,2,120.487381
37826,26,0,3,30,0,0
37827,33,1,1,30,1,69.0358429
37828,31,0,2,50,0,0
37829,30,1,1,50,1,54.06032181
37830,37,1,0,15,0,0
37831,31,1,1,30,2,116.0339432
37832,24,0,1,50,1,51.82559586
37833,27,0,2,50,1,50.3076973
37834,35,0,0,30,0,0
37835,32,0,3,50,3,191.1873474
37836,29,1,0,50,1,56.00032806
37837,32,1,2,15,0,0
37838,33,1,0,0,0,0
37839,26,1,0,30,0,0
37840,39,1,1,0,0,0
37841,44,1,3,50,1,51.44002914
37842,33,1,0,30,2,134.7568665
37843,27,0,1,50,0,0
37844,39,1,0,50,2,116.0362968
37845,31,1,0,15,1,56.29034042
37846,34,1,2,15,0,0
37847,25,1,1,50,1,64.33527374
37848,39,1,1,50,0,0
37849,29,1,0,30,0,0
37850,42,0,1,15,0,0
37851,30,1,1,30,4,217.5575294
37852,27,1,0,0,1,56.51965714
37853,33,0,1,30,0,0
37854,40,0,2,0,1,57.85914993
37855,37,0,3,50,4,268.0266876
37856,29,0,0,50,2,115.7182999
37857,30,0,4,0,0,0
37858,30,1,1,50,2,110.5613022
37859,33,1,0,0,0,0
37860,35,0,0,15,0,0
37861,34,1,0,30,5,319.2047386
37862,31,0,0,0,0,0
37863,32,0,2,0,1,63.62220383
37864,29,1,1,0,0,0
37865,42,1,0,30,2,122.6044083
37866,28,1,2,15,1,51.90802765
37867,30,0,2,15,0,0
37868,42,0,2,30,0,0
37869,40,0,1,30,3,192.0662384
37870,34,0,1,30,0,0
37871,43,0,2,0,0,0
37872,33,1,1,0,0,0
37873,37,0,0,30,1,52.80890656
37874,33,0,1,50,0,0
37875,33,1,2,15,0,0
37876,33,0,0,15,0,0
37877,31,1,0,30,0,0
37878,38,0,2,0,2,124.5460815
37879,26,1,0,0,1,63.21089935
37880,32,1,1,15,1,56.51965714
37881,36,0,0,0,2,122.696106
37882,38,0,0,30,0,0
37883,34,1,0,30,3,195.055542
37884,27,0,2,50,5,308.5544281
37885,28,1,4,0,2,124.4503822
37886,30,1,0,0,1,65.01851654
37887,44,1,1,50,3,188.48452
37888,32,1,2,30,3,173.1595001
37889,28,1,0,0,0,0
37890,34,1,5,15,1,67.66183472
37891,33,0,0,30,1,52.70846176
37892,43,0,1,0,0,0
37893,35,1,3,0,0,0
37894,30,0,3,50,0,0
37895,29,1,0,50,1,62.41806793
37896,36,0,3,30,0,0
37897,33,1,0,50,0,0
37898,25,0,1,30,2,119.9039612
37899,38,0,1,0,0,0
37900,34,0,1,15,0,0
37901,40,0,5,15,0,0
37902,34,1,2,30,0,0
37903,36,1,1,15,1,65.47119904
37904,25,0,2,0,1,55.96700287
37905,27,1,3,50,0,0
37906,33,1,3,30,1,52.6505394
37907,36,0,1,0,0,0
37908,26,0,0,50,0,0
37909,32,1,3,30,3,163.1970863
37910,31,1,4,15,0,0
37911,30,1,1,15,0,0
